x,y,stall_size,genre,performance
-6,7,L,Educational & Academic,non-better
6,0,L,"Arts, Design & Photography",non-better
-12,5,L,"Arts, Design & Photography",better
-4,9,L,Fiction & Literature,non-better
4,11,M,Fiction & Literature,better
9,9,L,"Religion, Philosophy & Spirituality",non-better
17,3,S,"Religion, Philosophy & Spirituality",non-better
15,9,M,Business & Management,non-better
-16,10,M,"Health, Wellness & Lifestyle",non-better
-4,9,S,Children & Young Adult,better
-17,12,L,"Health, Wellness & Lifestyle",better
-19,15,M,Fiction & Literature,non-better
5,12,L,"Arts, Design & Photography",better
1,7,L,"Religion, Philosophy & Spirituality",non-better
2,9,S,"Religion, Philosophy & Spirituality",better
-2,3,M,Children & Young Adult,non-better
15,5,L,"Health, Wellness & Lifestyle",better
-6,11,S,Fiction & Literature,non-better
1,11,M,Science & Technology,non-better
9,3,M,"Arts, Design & Photography",better
10,6,L,Business & Management,non-better
13,9,M,"Arts, Design & Photography",better
-12,6,M,History & Culture,non-better
-11,10,L,Children & Young Adult,better
11,10,L,Children & Young Adult,non-better
20,1,S,Others,non-better
-7,5,L,Children & Young Adult,non-better
-15,4,L,History & Culture,non-better
5,13,M,History & Culture,better
-18,6,L,"Health, Wellness & Lifestyle",better
0,6,S,"Arts, Design & Photography",better
-6,11,M,Children & Young Adult,better
4,9,S,Business & Management,better
-1,9,M,"Religion, Philosophy & Spirituality",non-better
7,4,M,Others,non-better
-8,5,M,"Arts, Design & Photography",better
-6,4,S,"Arts, Design & Photography",better
-13,11,L,"Arts, Design & Photography",non-better
20,8,L,Science & Technology,better
18,1,L,Business & Management,better
-17,3,M,Others,non-better
-13,8,M,Children & Young Adult,better
20,0,M,History & Culture,better
13,8,L,Science & Technology,better
6,3,L,Science & Technology,better
-2,3,S,Others,better
18,6,M,"Religion, Philosophy & Spirituality",better
2,13,M,Children & Young Adult,better
15,15,S,Others,non-better
-5,0,S,Business & Management,better
16,15,S,Business & Management,better
-14,8,L,Educational & Academic,non-better
-2,8,M,"Arts, Design & Photography",better
-9,1,M,"Health, Wellness & Lifestyle",non-better
7,3,S,"Arts, Design & Photography",better
-12,5,M,"Health, Wellness & Lifestyle",non-better
19,8,L,Business & Management,non-better
1,5,S,History & Culture,non-better
9,8,M,Others,non-better
-10,3,S,"Arts, Design & Photography",better
-14,13,L,Others,non-better
-9,12,M,Science & Technology,better
-12,15,M,Business & Management,non-better
8,1,S,Fiction & Literature,non-better
-20,7,L,"Health, Wellness & Lifestyle",better
7,7,M,"Health, Wellness & Lifestyle",non-better
-11,1,S,Children & Young Adult,non-better
11,5,S,Others,non-better
-5,10,M,"Arts, Design & Photography",better
15,12,M,Educational & Academic,better
9,14,L,Others,better
11,14,M,Business & Management,non-better
-19,3,M,History & Culture,better
15,0,S,Science & Technology,non-better
12,6,L,Others,non-better
3,1,S,Others,non-better
15,15,L,"Health, Wellness & Lifestyle",non-better
-13,3,L,Educational & Academic,better
1,11,L,Fiction & Literature,non-better
-14,1,S,Others,better
6,3,M,Science & Technology,better
-8,3,M,Educational & Academic,non-better
-8,10,S,History & Culture,better
20,3,M,Others,better
11,0,L,"Arts, Design & Photography",non-better
17,15,L,Children & Young Adult,better
-12,3,M,Science & Technology,non-better
12,12,M,Science & Technology,better
-3,12,M,Fiction & Literature,non-better
-12,4,M,Science & Technology,non-better
15,10,L,"Religion, Philosophy & Spirituality",better
-8,6,L,Fiction & Literature,non-better
-12,5,L,"Religion, Philosophy & Spirituality",non-better
-13,11,L,Others,non-better
14,9,M,"Arts, Design & Photography",better
-19,12,S,"Arts, Design & Photography",better
-8,8,S,Fiction & Literature,non-better
-11,1,L,Fiction & Literature,better
14,1,M,Others,better
19,7,L,"Religion, Philosophy & Spirituality",non-better
-5,9,L,"Arts, Design & Photography",non-better
4,13,L,"Health, Wellness & Lifestyle",better
-20,8,S,Science & Technology,non-better
-6,11,L,"Religion, Philosophy & Spirituality",better
-8,9,M,Children & Young Adult,better
-9,5,L,"Religion, Philosophy & Spirituality",better
4,1,M,Fiction & Literature,non-better
-12,5,L,Fiction & Literature,better
1,14,L,Children & Young Adult,better
-11,10,L,"Arts, Design & Photography",non-better
11,11,S,"Health, Wellness & Lifestyle",better
-9,2,L,Children & Young Adult,non-better
14,12,S,"Health, Wellness & Lifestyle",better
-7,10,M,"Health, Wellness & Lifestyle",non-better
-7,15,L,"Arts, Design & Photography",better
2,14,S,Science & Technology,better
-18,10,M,Business & Management,non-better
-4,9,S,"Religion, Philosophy & Spirituality",non-better
12,14,M,"Arts, Design & Photography",non-better
-8,10,L,Business & Management,better
-10,0,L,Business & Management,better
20,6,L,History & Culture,better
-7,13,L,Business & Management,better
-19,14,L,"Health, Wellness & Lifestyle",better
-15,2,S,Children & Young Adult,non-better
15,2,L,Educational & Academic,non-better
6,12,M,History & Culture,non-better
0,0,M,Business & Management,better
19,2,L,Science & Technology,better
-16,11,L,Business & Management,non-better
-1,2,M,Others,non-better
5,0,M,Children & Young Adult,better
-12,12,L,Fiction & Literature,better
-1,11,S,"Religion, Philosophy & Spirituality",better
-13,1,S,Science & Technology,non-better
14,2,M,Educational & Academic,non-better
-7,13,L,"Religion, Philosophy & Spirituality",better
-10,5,S,Science & Technology,non-better
-8,3,S,Science & Technology,better
15,14,L,"Religion, Philosophy & Spirituality",better
-2,2,M,Business & Management,better
17,15,M,"Health, Wellness & Lifestyle",better
-5,3,M,Science & Technology,better
-8,10,M,Others,non-better
19,9,L,Science & Technology,better
16,11,M,History & Culture,better
-20,10,S,Educational & Academic,non-better
-3,11,S,"Health, Wellness & Lifestyle",non-better
9,14,M,Fiction & Literature,non-better
15,3,S,Science & Technology,better
-3,4,L,Educational & Academic,non-better
20,2,L,Business & Management,better
12,0,L,Science & Technology,non-better
17,6,S,"Religion, Philosophy & Spirituality",non-better
14,15,L,Children & Young Adult,non-better
5,7,L,Fiction & Literature,better
9,2,M,"Health, Wellness & Lifestyle",better
-5,5,L,Children & Young Adult,non-better
-10,5,L,Science & Technology,better
10,11,S,Educational & Academic,non-better
-6,2,M,"Health, Wellness & Lifestyle",better
-18,6,L,"Health, Wellness & Lifestyle",non-better
10,14,S,"Arts, Design & Photography",non-better
-14,8,L,Fiction & Literature,better
4,12,M,Science & Technology,better
13,8,M,Educational & Academic,non-better
2,11,M,Others,better
12,4,M,Children & Young Adult,better
-16,8,S,Children & Young Adult,better
-10,11,L,Business & Management,better
6,10,L,Business & Management,non-better
10,15,S,Science & Technology,better
6,0,S,"Arts, Design & Photography",better
16,5,S,"Religion, Philosophy & Spirituality",better
16,4,S,Children & Young Adult,non-better
-9,12,L,Science & Technology,better
-2,2,S,Others,non-better
10,5,S,History & Culture,better
17,5,L,"Religion, Philosophy & Spirituality",non-better
-10,10,M,Science & Technology,better
-6,12,M,Children & Young Adult,better
-19,6,L,"Religion, Philosophy & Spirituality",non-better
-11,3,S,Others,better
14,3,S,Others,better
18,0,L,History & Culture,non-better
3,1,L,"Religion, Philosophy & Spirituality",non-better
-6,15,M,"Health, Wellness & Lifestyle",better
7,4,M,Others,better
-15,9,L,"Religion, Philosophy & Spirituality",non-better
-4,6,S,"Arts, Design & Photography",better
13,0,M,Educational & Academic,non-better
6,11,S,Children & Young Adult,non-better
17,8,M,"Religion, Philosophy & Spirituality",non-better
16,11,L,Fiction & Literature,non-better
-7,13,L,"Religion, Philosophy & Spirituality",non-better
-9,11,L,"Religion, Philosophy & Spirituality",non-better
-4,9,L,"Health, Wellness & Lifestyle",non-better
-12,3,L,Educational & Academic,non-better
-10,3,S,"Religion, Philosophy & Spirituality",non-better
1,1,S,History & Culture,better
-15,4,M,Science & Technology,non-better
-15,2,M,Educational & Academic,non-better
-15,1,L,History & Culture,non-better
19,9,L,Science & Technology,better
-9,15,M,"Arts, Design & Photography",better
13,9,S,"Arts, Design & Photography",better
19,5,L,"Arts, Design & Photography",non-better
-5,0,S,Business & Management,non-better
5,11,L,History & Culture,non-better
17,6,L,"Arts, Design & Photography",better
-15,9,L,"Religion, Philosophy & Spirituality",non-better
2,8,S,Science & Technology,better
9,12,L,"Arts, Design & Photography",non-better
-9,13,L,Business & Management,better
12,9,M,Business & Management,non-better
14,8,L,Others,non-better
16,15,S,"Health, Wellness & Lifestyle",non-better
9,0,M,Business & Management,non-better
-16,12,L,Educational & Academic,better
0,13,M,"Religion, Philosophy & Spirituality",better
-4,7,M,Business & Management,non-better
1,2,L,Children & Young Adult,non-better
0,11,S,Science & Technology,non-better
-9,6,M,Educational & Academic,better
-5,8,S,Educational & Academic,better
-5,11,S,Business & Management,better
-15,15,L,"Arts, Design & Photography",better
10,11,L,"Health, Wellness & Lifestyle",non-better
16,8,M,Children & Young Adult,non-better
5,7,L,Children & Young Adult,better
13,13,M,"Religion, Philosophy & Spirituality",better
12,11,M,Children & Young Adult,non-better
-13,14,M,"Arts, Design & Photography",better
-7,12,L,Business & Management,non-better
3,8,S,"Religion, Philosophy & Spirituality",non-better
-5,8,M,Science & Technology,non-better
3,5,M,History & Culture,better
6,11,M,History & Culture,non-better
8,5,L,Children & Young Adult,better
-14,8,S,"Religion, Philosophy & Spirituality",non-better
4,6,S,Children & Young Adult,non-better
-20,5,M,Others,better
20,10,M,Fiction & Literature,non-better
15,1,M,Business & Management,better
-17,6,M,Others,better
8,10,M,"Health, Wellness & Lifestyle",non-better
15,8,M,"Arts, Design & Photography",non-better
-13,11,L,Science & Technology,better
16,5,M,"Health, Wellness & Lifestyle",non-better
12,15,L,Others,better
4,9,M,Children & Young Adult,better
20,10,M,Science & Technology,non-better
-16,2,S,"Health, Wellness & Lifestyle",better
0,10,L,Fiction & Literature,non-better
18,12,M,Others,non-better
17,14,M,Children & Young Adult,better
-19,4,L,Educational & Academic,non-better
-15,6,S,History & Culture,better
-14,2,M,"Religion, Philosophy & Spirituality",better
-19,12,L,Business & Management,better
-4,4,S,History & Culture,non-better
-6,7,L,Fiction & Literature,non-better
20,4,S,"Religion, Philosophy & Spirituality",better
-19,1,L,"Health, Wellness & Lifestyle",non-better
10,14,L,Fiction & Literature,non-better
-12,5,L,Science & Technology,non-better
20,13,L,"Religion, Philosophy & Spirituality",non-better
2,15,L,Educational & Academic,better
8,9,M,History & Culture,non-better
-11,9,S,"Arts, Design & Photography",better
2,9,M,"Religion, Philosophy & Spirituality",better
11,15,M,"Arts, Design & Photography",non-better
-2,7,S,"Religion, Philosophy & Spirituality",non-better
-8,13,L,History & Culture,non-better
-5,5,L,History & Culture,non-better
-6,8,S,History & Culture,better
13,8,M,"Religion, Philosophy & Spirituality",non-better
6,6,S,Children & Young Adult,better
-2,3,L,Others,non-better
-3,15,S,"Health, Wellness & Lifestyle",better
-11,1,L,"Arts, Design & Photography",better
-14,9,M,Children & Young Adult,non-better
-20,7,S,Children & Young Adult,better
11,6,M,History & Culture,non-better
11,11,M,"Arts, Design & Photography",non-better
-15,4,S,Fiction & Literature,non-better
-16,15,S,Educational & Academic,non-better
4,0,S,Educational & Academic,non-better
8,7,L,"Arts, Design & Photography",better
9,3,L,Educational & Academic,non-better
4,9,M,Children & Young Adult,better
15,3,M,Others,non-better
-8,11,S,Educational & Academic,better
-5,13,M,"Arts, Design & Photography",better
-3,3,M,Educational & Academic,better
-18,15,L,Science & Technology,better
3,2,S,Children & Young Adult,non-better
-15,10,L,"Arts, Design & Photography",better
2,4,L,"Religion, Philosophy & Spirituality",better
-12,15,S,"Health, Wellness & Lifestyle",non-better
8,6,S,History & Culture,non-better
-12,8,S,Others,non-better
15,9,L,Others,better
16,5,L,"Health, Wellness & Lifestyle",non-better
9,8,L,"Religion, Philosophy & Spirituality",better
-16,4,M,Fiction & Literature,non-better
14,11,M,"Arts, Design & Photography",non-better
-9,0,L,"Health, Wellness & Lifestyle",better
0,2,L,"Religion, Philosophy & Spirituality",non-better
-8,15,L,Children & Young Adult,non-better
0,13,L,"Health, Wellness & Lifestyle",better
-14,2,S,Children & Young Adult,better
-18,6,S,Others,better
-14,1,L,History & Culture,non-better
13,8,S,"Health, Wellness & Lifestyle",better
18,2,S,Educational & Academic,non-better
-15,14,L,"Arts, Design & Photography",non-better
15,13,M,"Arts, Design & Photography",non-better
13,1,L,Business & Management,non-better
-16,6,L,Business & Management,better
-6,12,S,Educational & Academic,better
16,5,L,"Religion, Philosophy & Spirituality",non-better
-14,11,L,Others,non-better
-14,5,S,"Religion, Philosophy & Spirituality",non-better
12,10,L,Children & Young Adult,non-better
2,10,L,"Health, Wellness & Lifestyle",non-better
6,13,L,"Health, Wellness & Lifestyle",better
16,6,M,"Religion, Philosophy & Spirituality",non-better
3,14,M,History & Culture,better
-18,9,L,"Arts, Design & Photography",better
-1,0,M,Educational & Academic,better
0,0,L,Fiction & Literature,better
-14,1,M,"Health, Wellness & Lifestyle",better
-12,8,M,Science & Technology,better
-6,8,M,Business & Management,non-better
16,6,L,Business & Management,non-better
10,5,M,Science & Technology,better
18,9,S,Science & Technology,non-better
-15,1,M,"Health, Wellness & Lifestyle",non-better
6,3,S,Science & Technology,better
20,12,S,Fiction & Literature,better
0,4,M,"Religion, Philosophy & Spirituality",better
-11,1,L,History & Culture,non-better
18,2,S,History & Culture,non-better
5,4,S,"Health, Wellness & Lifestyle",better
10,1,L,History & Culture,non-better
-15,12,L,History & Culture,better
-12,15,L,Educational & Academic,non-better
5,6,L,Science & Technology,better
-5,2,M,History & Culture,non-better
16,2,S,History & Culture,non-better
3,11,S,"Health, Wellness & Lifestyle",non-better
18,0,M,Children & Young Adult,non-better
19,14,L,Children & Young Adult,non-better
-18,7,S,"Health, Wellness & Lifestyle",better
-15,3,L,"Arts, Design & Photography",better
19,4,M,"Arts, Design & Photography",non-better
-13,9,M,Others,better
1,6,L,"Religion, Philosophy & Spirituality",better
-7,8,L,Others,better
-19,12,L,"Religion, Philosophy & Spirituality",better
-4,5,S,Fiction & Literature,better
19,8,S,Others,better
-16,12,L,Fiction & Literature,non-better
-14,0,M,History & Culture,better
4,3,M,Others,better
-9,6,L,Others,better
-18,7,L,Fiction & Literature,non-better
11,12,L,Children & Young Adult,better
2,11,M,Fiction & Literature,better
12,8,S,Fiction & Literature,non-better
-19,8,S,Children & Young Adult,non-better
5,4,S,History & Culture,better
6,7,L,Children & Young Adult,non-better
-1,10,M,"Religion, Philosophy & Spirituality",better
-7,4,L,"Religion, Philosophy & Spirituality",better
-12,9,L,"Religion, Philosophy & Spirituality",better
7,4,L,Science & Technology,better
0,2,L,"Religion, Philosophy & Spirituality",better
-9,10,S,"Arts, Design & Photography",non-better
